#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","CABPSV020000645.1",9099,11255,"-",,,"HEP_00337700","VWU51424.1",718,"V-type H(+)-translocating pyrophosphatase, putative"
"Un","CABPSV020000646.1",2,1640,"-",,,"HEP_00337800","VWU51425.1",545,"AP2 domain transcription factor, putative, partial"
"Un","CABPSV020000646.1",2754,4502,"-",,,"HEP_00337900","VWU51426.1",582,"apicoplast ribosomal protein L15 precursor, putative"
"Un","CABPSV020000646.1",5772,6530,"-",,,"HEP_00338000","VWU51427.1",252,"protein archease, putative"
"Un","CABPSV020000646.1",8534,11663,"-",,,"HEP_00338100","VWU51428.1",1043,"conserved protein, unknown function, partial"
"Un","CABPSV020000647.1",491,8921,"-",,,"HEP_00338200","VWU51429.1",2241,"rhoptry neck protein 3, putative"
"Un","CABPSV020000648.1",828,1821,"-",,,"HEP_00338400","VWU51430.1",127,"60S ribosomal protein L26, putative"
"Un","CABPSV020000648.1",2900,4473,"-",,,"HEP_00338500","VWU51431.1",462,"conserved protein, unknown function"
"Un","CABPSV020000648.1",5993,9264,"-",,,"HEP_00338600","VWU51432.1",843,"ubiquitin-protein ligase, putative"
"Un","CABPSV020000648.1",9872,10699,"-",,,"HEP_00338700","VWU51433.1",275,"conserved protein, unknown function"
"Un","CABPSV020000648.1",11033,11468,"-",,,"HEP_00338800","VWU51434.1",69,"YGGT family protein, putative, partial"
"Un","CABPSV020000649.1",446,3943,"-",,,"HEP_00338900","VWU51435.1",1165,"dna2/nam7 helicase family member, putative"
"Un","CABPSV020000649.1",4439,8854,"-",,,"HEP_00339000","VWU51436.1",1471,"DEAD/DEAH box helicase, putative"
"Un","CABPSV020000649.1",10225,11220,"-",,,"HEP_00339100","VWU51437.1",331,"DEAD/DEAH box helicase, putative"
"Un","CABPSV020000065.1",178,2104,"-",,,"HEP_00067800","VWU48748.1",581,"heat shock protein 60"
"Un","CABPSV020000065.1",3455,6067,"-",,,"HEP_00067900","VWU48749.1",334,"tubulin binding cofactor c, putative"
"Un","CABPSV020000065.1",7580,9379,"-",,,"HEP_00068000","VWU48750.1",334,"ribonucleoside-diphosphate reductase small chain, putative"
"Un","CABPSV020000065.1",11355,12645,"-",,,"HEP_00068100","VWU48751.1",429,"conserved protein, unknown function, partial"
"Un","CABPSV020000065.1",13152,16018,"-",,,"HEP_00068200","VWU48752.1",954,"Rh5 interacting protein, putative, partial"
"Un","CABPSV020000065.1",17157,18692,"-",,,"HEP_00068300","VWU48753.1",511,"conserved protein, unknown function"
"Un","CABPSV020000065.1",19822,20979,"-",,,"HEP_00068400","VWU48754.1",385,"conserved protein, unknown function"
"Un","CABPSV020000065.1",22520,23585,"-",,,"HEP_00068500","VWU48755.1",170,"conserved protein, unknown function, partial"
"Un","CABPSV020000065.1",25830,33203,"-",,,"HEP_00068600","VWU48756.1",2458,"conserved protein, unknown function, partial"
"Un","CABPSV020000065.1",33553,34983,"-",,,"HEP_00068700","VWU48757.1",334,"survival motor neuron-like protein"
"Un","CABPSV020000650.1",2,1021,"-",,,"HEP_00339200","VWU51438.1",339,"hypothetical protein HEP_00339200, partial"
"Un","CABPSV020000650.1",1862,3574,"-",,,"HEP_00339300","VWU51439.1",515,"conserved protein, unknown function"
"Un","CABPSV020000650.1",4047,6668,"-",,,"HEP_00339400","VWU51440.1",624,"conserved protein, unknown function"
"Un","CABPSV020000650.1",7671,8563,"-",,,"HEP_00339500","VWU51441.1",141,"mitochondrial fission 1 protein, putative"
"Un","CABPSV020000650.1",9206,9728,"-",,,"HEP_00339600","VWU51442.1",78,"conserved protein, unknown function"
"Un","CABPSV020000651.1",95,768,"-",,,"HEP_00339700","VWU51443.1",223,"hypothetical protein HEP_00339700, partial"
"Un","CABPSV020000651.1",4046,5815,"-",,,"HEP_00339800","VWU51444.1",530,"monocarboxylate transporter, putative"
"Un","CABPSV020000651.1",7062,11613,"-",,,"HEP_00339900","VWU51445.1",816,"protein kinase, putative, partial"
"Un","CABPSV020000652.1",2387,3889,"-",,,"HEP_00340000","VWU51446.1",500,"nucleolar protein 5, putative"
"Un","CABPSV020000652.1",7554,9410,"-",,,"HEP_00340100","VWU51447.1",618,"conserved protein, unknown function"
"Un","CABPSV020000653.1",889,7220,"-",,,"HEP_00340200","VWU51448.1",2103,"oocyst capsule protein Cap380, putative"
"Un","CABPSV020000654.1",2139,4118,"-",,,"HEP_00340300","VWU51449.1",659,"hypothetical protein HEP_00340300"
"Un","CABPSV020000654.1",5857,7061,"-",,,"HEP_00340400","VWU51450.1",315,"hypothetical protein HEP_00340400"
"Un","CABPSV020000654.1",9008,9406,"-",,,"HEP_00340500","VWU51451.1",132,"hypothetical protein HEP_00340500"
"Un","CABPSV020000655.1",2580,8687,"-",,,"HEP_00340600","VWU51452.1",1843,"conserved protein, unknown function"
"Un","CABPSV020000655.1",8933,9477,"-",,,"HEP_00340700","VWU51453.1",111,"conserved protein, unknown function"
"Un","CABPSV020000655.1",9915,10091,"-",,,"HEP_00340800","VWU51454.1",58,"protein PET117, putative"
"Un","CABPSV020000656.1",2223,9365,"-",,,"HEP_00340900","VWU51455.1",2380,"histone-lysine N-methyltransferase, H3 lysine-4 specific"
"Un","CABPSV020000657.1",765,2156,"-",,,"HEP_00341000","VWU51456.1",463,"conserved protein, unknown function"
"Un","CABPSV020000657.1",4407,11375,"-",,,"HEP_00341100","VWU51457.1",2323,"conserved protein, unknown function, partial"
"Un","CABPSV020000658.1",93,1750,"-",,,"HEP_00341200","VWU51458.1",434,"conserved protein, unknown function"
"Un","CABPSV020000658.1",3584,3829,"-",,,"HEP_00341300","VWU51459.1",81,"diphthamide biosynthesis protein 3, putative"
"Un","CABPSV020000658.1",4183,5829,"-",,,"HEP_00341400","VWU51460.1",548,"conserved protein, unknown function"
"Un","CABPSV020000658.1",6442,7512,"-",,,"HEP_00341500","VWU51461.1",356,"anaphase-promoting complex subunit 10, putative"
"Un","CABPSV020000658.1",9124,9795,"-",,,"HEP_00341600","VWU51462.1",223,"conserved protein, unknown function"
"Un","CABPSV020000659.1",2509,4328,"-",,,"HEP_00341700","VWU51463.1",401,"conserved protein, unknown function"
"Un","CABPSV020000659.1",5271,6018,"-",,,"HEP_00341800","VWU51464.1",128,"ubiquitin-60S ribosomal protein L40"
"Un","CABPSV020000659.1",7502,7768,"-",,,"HEP_00341900","VWU51465.1",88,"conserved protein, unknown function"
"Un","CABPSV020000659.1",9234,9850,"-",,,"HEP_00342000","VWU51466.1",123,"conserved protein, unknown function"
"Un","CABPSV020000066.1",1229,6527,"-",,,"HEP_00068800","VWU48758.1",1615,"kinesin-7, putative"
"Un","CABPSV020000066.1",8255,11193,"-",,,"HEP_00068900","VWU48759.1",448,"GPI mannosyltransferase I"
"Un","CABPSV020000066.1",14472,16252,"-",,,"HEP_00069000","VWU48760.1",471,"conserved protein, unknown function"
"Un","CABPSV020000066.1",18097,22695,"-",,,"HEP_00069100","VWU48761.1",1532,"conserved protein, unknown function"
"Un","CABPSV020000066.1",23901,25316,"-",,,"HEP_00069200","VWU48762.1",471,"conserved protein, unknown function"
"Un","CABPSV020000066.1",26476,30116,"-",,,"HEP_00069300","VWU48763.1",1146,"general transcription factor 3C polypeptide 5, putative"
"Un","CABPSV020000066.1",32183,33856,"-",,,"HEP_00069400","VWU48764.1",557,"conserved protein, unknown function"
"Un","CABPSV020000066.1",34633,35238,"-",,,"HEP_00069500","VWU48765.1",201,"conserved protein, unknown function, partial"
"Un","CABPSV020000660.1",581,2122,"-",,,"HEP_00342100","VWU51467.1",204,"meiotic nuclear division protein 1, putative"
"Un","CABPSV020000660.1",3380,4354,"-",,,"HEP_00342200","VWU51468.1",268,"conserved protein, unknown function"
"Un","CABPSV020000660.1",4916,6463,"-",,,"HEP_00342300","VWU51469.1",321,"conserved protein, unknown function"
"Un","CABPSV020000660.1",7257,7460,"-",,,"HEP_00342400","VWU51470.1",67,"40S ribosomal protein S28e, putative"
"Un","CABPSV020000660.1",9502,10053,"-",,,"HEP_00342500","VWU51471.1",183,"U3 small nucleolar ribonucleoprotein protein IMP3, putative"
"Un","CABPSV020000661.1",2701,3887,"-",,,"HEP_00342600","VWU51472.1",161,"40S ribosomal protein S11, putative"
"Un","CABPSV020000661.1",6240,10521,"-",,,"HEP_00342700","VWU51473.1",1344,"kinesin-5, putative, partial"
"Un","CABPSV020000662.1",2247,9539,"-",,,"HEP_00342800","VWU51474.1",2430,"protein kinase, putative"
"Un","CABPSV020000663.1",419,1645,"-",,,"HEP_00342900","VWU51475.1",409,"hypothetical protein HEP_00342900, partial"
"Un","CABPSV020000663.1",5009,5383,"-",,,"HEP_00343000","VWU51476.1",124,"conserved protein, unknown function"
"Un","CABPSV020000663.1",6598,8313,"-",,,"HEP_00343100","VWU51477.1",571,"nucleolar protein 10, putative"
"Un","CABPSV020000664.1",85,1738,"-",,,"HEP_00343200","VWU51478.1",187,"conserved protein, unknown function, partial"
"Un","CABPSV020000664.1",3110,5245,"-",,,"HEP_00343300","VWU51479.1",711,"RNA triphosphatase, putative"
"Un","CABPSV020000664.1",6507,7019,"-",,,"HEP_00343400","VWU51480.1",170,"peptidyl-prolyl cis-trans isomerase, putative"
"Un","CABPSV020000664.1",8123,11070,"-",,,"HEP_00343500","VWU51481.1",652,"cyclic amine resistance locus protein"
"Un","CABPSV020000665.1",5120,5879,"-",,,"HEP_00343600","VWU51482.1",192,"NifU-like protein, putative"
"Un","CABPSV020000665.1",7216,10251,"-",,,"HEP_00343700","VWU51483.1",1011,"elongation factor Tu, putative"
"Un","CABPSV020000666.1",3098,5506,"-",,,"HEP_00343800","VWU51484.1",572,"conserved membrane protein, unknown function"
"Un","CABPSV020000666.1",5667,9779,"-",,,"HEP_00343900","VWU51485.1",1370,"pentatricopeptide repeat protein, putative"
"Un","CABPSV020000667.1",376,2968,"-",,,"HEP_00344000","VWU51486.1",384,"oxidoreductase, short-chain dehydrogenase family, putative"
"Un","CABPSV020000667.1",3045,4418,"-",,,"HEP_00344100","VWU51487.1",457,"conserved protein, unknown function"
"Un","CABPSV020000667.1",6328,8055,"-",,,"HEP_00344200","VWU51488.1",470,"3-oxoacyl-acyl-carrier protein synthase I/II"
"Un","CABPSV020000668.1",3260,7690,"-",,,"HEP_00344300","VWU51489.1",1476,"mRNA-decapping enzyme subunit 1, putative"
"Un","CABPSV020000668.1",9057,10251,"-",,,"HEP_00344400","VWU51490.1",398,"RPAP1-like, C-terminal, putative, partial"
"Un","CABPSV020000669.1",759,10961,"-",,,"HEP_00344500","VWU51491.1",3287,"conserved protein, unknown function, partial"
"Un","CABPSV020000067.1",1160,4284,"-",,,"HEP_00069600","VWU48766.1",880,"conserved protein, unknown function"
"Un","CABPSV020000067.1",5120,7432,"-",,,"HEP_00069700","VWU48767.1",770,"conserved protein, unknown function"
"Un","CABPSV020000067.1",8593,9950,"-",,,"HEP_00069800","VWU48768.1",369,"exported protein, unknown function"
"Un","CABPSV020000067.1",13249,14450,"-",,,"HEP_00069900","VWU48769.1",333,"PIR protein"
"Un","CABPSV020000067.1",16720,18408,"-",,,"HEP_00070000","VWU48770.1",485,"exported protein, unknown function"
"Un","CABPSV020000067.1",25771,26520,"-",,,"HEP_00070200","VWU48772.1",249,"hypothetical protein HEP_00070200"
"Un","CABPSV020000067.1",28086,28896,"-",,,"HEP_00070300","VWU48773.1",229,"exported protein, unknown function"
"Un","CABPSV020000067.1",31722,32471,"-",,,"HEP_00070400","VWU48774.1",249,"hypothetical protein HEP_00070400"
"Un","CABPSV020000067.1",33610,34776,"-",,,"HEP_00070500","VWU48775.1",334,"exported protein, unknown function"
"Un","CABPSV020000670.1",4,2370,"-",,,"HEP_00344600","VWU51492.1",634,"SAM dependent methyltransferase, putative, partial"
"Un","CABPSV020000670.1",3051,4241,"-",,,"HEP_00344700","VWU51493.1",396,"26S protease regulatory subunit 10B, putative"
"Un","CABPSV020000670.1",6242,10030,"-",,,"HEP_00344800","VWU51494.1",1262,"conserved protein, unknown function"
"Un","CABPSV020000671.1",538,1896,"-",,,"HEP_00344900","VWU51495.1",391,"conserved protein, unknown function, partial"
"Un","CABPSV020000671.1",2962,5604,"-",,,"HEP_00345000","VWU51496.1",599,"peptidyl-prolyl cis-trans isomerase"
"Un","CABPSV020000671.1",9884,10867,"-",,,"HEP_00345100","VWU51497.1",265,"conserved membrane protein, unknown function"
"Un","CABPSV020000672.1",948,4804,"-",,,"HEP_00345200","VWU51498.1",1175,"phosphoglycerate mutase, putative"
"Un","CABPSV020000672.1",6116,9889,"-",,,"HEP_00345300","VWU51499.1",1257,"parasite-infected erythrocyte surface protein"
"Un","CABPSV020000673.1",1049,6883,"-",,,"HEP_00345400","VWU51500.1",1944,"ubiquitin-activating enzyme"
"Un","CABPSV020000673.1",7295,7939,"-",,,"HEP_00345500","VWU51501.1",214,"transmembrane protein Tmp21 homologue, putative"
"Un","CABPSV020000674.1",1282,1578,"-",,,"HEP_00345600","VWU51502.1",98,"early transcribed membrane protein (ETRAMP), putative"
"Un","CABPSV020000674.1",3939,4451,"-",,,"HEP_00345700","VWU51503.1",170,"early transcribed membrane protein"
"Un","CABPSV020000674.1",6617,8272,"-",,,"HEP_00345800","VWU51504.1",453,"Hsc70-interacting protein"
"Un","CABPSV020000675.1",200,4387,"-",,,"HEP_00345900","VWU51505.1",1168,"conserved protein, unknown function"
"Un","CABPSV020000675.1",5704,6222,"-",,,"HEP_00346000","VWU51506.1",172,"conserved protein, unknown function"
"Un","CABPSV020000675.1",6620,6982,"-",,,"HEP_00346100","VWU51507.1",32,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST4, putative"
"Un","CABPSV020000675.1",7822,10371,"-",,,"HEP_00346200","VWU51508.1",849,"elongation factor G, putative"
"Un","CABPSV020000676.1",3724,8124,"-",,,"HEP_00346400","VWU51509.1",1419,"conserved protein, unknown function"
"Un","CABPSV020000676.1",9455,10759,"-",,,"HEP_00346500","VWU51510.1",434,"conserved protein, unknown function, partial"
"Un","CABPSV020000677.1",735,4700,"-",,,"HEP_00346600","VWU51511.1",1321,"conserved protein, unknown function"
"Un","CABPSV020000677.1",7448,8356,"-",,,"HEP_00346700","VWU51512.1",302,"shewanella-like protein phosphatase 2"
"Un","CABPSV020000678.1",4002,4853,"-",,,"HEP_00346800","VWU51513.1",283,"prohibitin, putative"
"Un","CABPSV020000678.1",5441,9878,"-",,,"HEP_00346900","VWU51514.1",845,"conserved protein, unknown function"
"Un","CABPSV020000679.1",116,1893,"-",,,"HEP_00347000","VWU51515.1",587,"conserved protein, unknown function"
"Un","CABPSV020000679.1",2726,5249,"-",,,"HEP_00347100","VWU51516.1",313,"conserved protein, unknown function"
"Un","CABPSV020000679.1",6326,7255,"-",,,"HEP_00347200","VWU51517.1",309,"tRNAHis guanylyltransferase, putative"
"Un","CABPSV020000679.1",8316,10262,"-",,,"HEP_00347300","VWU51518.1",648,"conserved protein, unknown function"
"Un","CABPSV020000068.1",691,2313,"-",,,"HEP_00070600","VWU48776.1",540,"cysteine desulfurase, putative"
"Un","CABPSV020000068.1",4418,7156,"-",,,"HEP_00070700","VWU48777.1",912,"conserved protein, unknown function"
"Un","CABPSV020000068.1",8444,12007,"-",,,"HEP_00070800","VWU48778.1",1187,"vacuolar protein sorting-associated protein 53, putative"
"Un","CABPSV020000068.1",12619,14394,"-",,,"HEP_00070900","VWU48779.1",591,"mitochondrial import inner membrane translocase subunit TIM50, putative"
"Un","CABPSV020000068.1",15807,16496,"-",,,"HEP_00071000","VWU48780.1",104,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative"
"Un","CABPSV020000068.1",16726,17223,"-",,,"HEP_00071100","VWU48781.1",165,"conserved protein, unknown function"
"Un","CABPSV020000068.1",18060,20580,"-",,,"HEP_00071200","VWU48782.1",750,"conserved protein, unknown function"
"Un","CABPSV020000068.1",26248,35157,"-",,,"HEP_00071300","VWU48783.1",2970,"ubiquitin carboxyl-terminal hydrolase, putative, partial"
"Un","CABPSV020000680.1",11,2075,"-",,,"HEP_00347400","VWU51519.1",687,"conserved protein, unknown function, partial"
"Un","CABPSV020000680.1",3726,4130,"-",,,"HEP_00347450","VWU51520.1",134,"conserved protein, unknown function"
"Un","CABPSV020000680.1",5298,6749,"-",,,"HEP_00347500","VWU51521.1",483,"conserved protein, unknown function"
"Un","CABPSV020000680.1",8579,10659,"-",,,"HEP_00347600","VWU51522.1",693,"U3 small nucleolar RNA-associated protein 6, putative, partial"
"Un","CABPSV020000681.1",3708,8066,"-",,,"HEP_00347700","VWU51523.1",1452,"conserved protein, unknown function"
"Un","CABPSV020000681.1",8705,10000,"-",,,"HEP_00347800","VWU51524.1",431,"protein BCP1, putative"
"Un","CABPSV020000682.1",2470,9156,"-",,,"HEP_00347900","VWU51525.1",2228,"conserved protein, unknown function"
"Un","CABPSV020000683.1",1363,2358,"-",,,"HEP_00348000","VWU51526.1",132,"DNA-directed RNA polymerase II 16 kDa subunit, putative"
"Un","CABPSV020000683.1",6789,7670,"-",,,"HEP_00348100","VWU51527.1",119,"conserved protein, unknown function"
"Un","CABPSV020000683.1",8165,9891,"-",,,"HEP_00348200","VWU51528.1",206,"RNA-binding protein, putative"
"Un","CABPSV020000684.1",312,2762,"-",,,"HEP_00348300","VWU51529.1",816,"DNA mismatch repair protein MSH2, putative"
"Un","CABPSV020000684.1",5292,6992,"-",,,"HEP_00348400","VWU51530.1",566,"CorA-like Mg2+ transporter protein, putative"
"Un","CABPSV020000684.1",7843,8034,"-",,,"HEP_00348500","VWU51531.1",63,"conserved protein, unknown function"
"Un","CABPSV020000684.1",9071,9811,"-",,,"HEP_00348600","VWU51532.1",246,"exosome complex exonuclease RRP41, putative"
"Un","CABPSV020000685.1",151,554,"-",,,"HEP_00348700","VWU51533.1",57,"conserved protein, unknown function, partial"
"Un","CABPSV020000685.1",1619,6531,"-",,,"HEP_00348800","VWU51534.1",1632,"conserved protein, unknown function"
"Un","CABPSV020000685.1",7772,9355,"-",,,"HEP_00348900","VWU51535.1",527,"conserved membrane protein, unknown function"
"Un","CABPSV020000686.1",1688,3238,"-",,,"HEP_00349000","VWU51536.1",516,"conserved protein, unknown function"
"Un","CABPSV020000686.1",3663,8684,"-",,,"HEP_00349100","VWU51537.1",1673,"large ribosomal subunit nuclear export factor, putative"
"Un","CABPSV020000687.1",6,1111,"-",,,"HEP_00349200","VWU51538.1",339,"conserved protein, unknown function, partial"
"Un","CABPSV020000687.1",2665,5091,"-",,,"HEP_00349300","VWU51539.1",808,"conserved protein, unknown function"
"Un","CABPSV020000687.1",5987,10369,"-",,,"HEP_00349400","VWU51540.1",1460,"conserved protein, unknown function"
"Un","CABPSV020000688.1",913,4164,"-",,,"HEP_00349500","VWU51541.1",1049,"GAF domain-related protein, putative"
"Un","CABPSV020000688.1",4710,8207,"-",,,"HEP_00349600","VWU51542.1",1165,"conserved protein, unknown function"
"Un","CABPSV020000688.1",8829,9551,"-",,,"HEP_00349700","VWU51543.1",240,"ras-related protein Rab-5A"
"Un","CABPSV020000689.1",1403,3220,"-",,,"HEP_00349800","VWU51544.1",605,"splicing factor 3A subunit 3, putative"
"Un","CABPSV020000689.1",4100,5032,"-",,,"HEP_00349900","VWU51545.1",88,"telomeric repeat binding factor 1, putative"
"Un","CABPSV020000689.1",6533,9847,"-",,,"HEP_00350000","VWU51546.1",1104,"conserved protein, unknown function"
"Un","CABPSV020000069.1",3267,10696,"-",,,"HEP_00071400","VWU48784.1",1867,"DNA polymerase alpha catalytic subunit A"
"Un","CABPSV020000069.1",11467,12506,"-",,,"HEP_00071500","VWU48785.1",296,"mitochondrial ribosomal protein S12 precursor, putative"
"Un","CABPSV020000069.1",13609,14079,"-",,,"HEP_00071600","VWU48786.1",156,"conserved protein, unknown function"
"Un","CABPSV020000069.1",14127,25314,"-",,,"HEP_00071700","VWU48787.1",3533,"conserved protein, unknown function, partial"
"Un","CABPSV020000069.1",25397,26076,"-",,,"HEP_00071800","VWU48788.1",226,"conserved protein, unknown function, partial"
"Un","CABPSV020000069.1",27360,30431,"-",,,"HEP_00071900","VWU48789.1",1023,"protein SDA1, putative"
"Un","CABPSV020000069.1",31977,34839,"-",,,"HEP_00072000","VWU48790.1",888,"RNA-binding protein, putative"
"Un","CABPSV020000690.1",752,8026,"-",,,"HEP_00350100","VWU51547.1",2424,"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Ankyrin repeat/PHAX RNA-binding domain containing protein, putative"
"Un","CABPSV020000691.1",228,3061,"-",,,"HEP_00350200","VWU51548.1",669,"palmitoyltransferase, putative"
"Un","CABPSV020000691.1",3196,4746,"-",,,"HEP_00350300","VWU51549.1",516,"conserved protein, unknown function"
"Un","CABPSV020000691.1",6193,7500,"-",,,"HEP_00350400","VWU51550.1",435,"hypothetical protein HEP_00350400"
"Un","CABPSV020000691.1",9069,9567,"-",,,"HEP_00350500","VWU51551.1",113,"conserved protein, unknown function"
"Un","CABPSV020000692.1",891,1685,"-",,,"HEP_00350600","VWU51552.1",264,"calmodulin, putative"
"Un","CABPSV020000692.1",2154,2992,"-",,,"HEP_00350700","VWU51553.1",192,"conserved protein, unknown function"
"Un","CABPSV020000692.1",5215,6312,"-",,,"HEP_00350800","VWU51554.1",365,"MORN repeat-containing protein 1"
"Un","CABPSV020000692.1",7987,9894,"-",,,"HEP_00350900","VWU51555.1",635,"conserved protein, unknown function"
"Un","CABPSV020000693.1",521,2474,"-",,,"HEP_00351000","VWU51556.1",257,"ER membrane protein complex subunit 3, putative"
"Un","CABPSV020000693.1",3495,4924,"-",,,"HEP_00351100","VWU51557.1",181,"RNA-binding protein, putative"
"Un","CABPSV020000693.1",6784,7317,"-",,,"HEP_00351200","VWU51558.1",177,"conserved protein, unknown function"
"Un","CABPSV020000693.1",8308,9988,"-",,,"HEP_00351300","VWU51559.1",203,"ADP-ribosylation factor, putative"
"Un","CABPSV020000694.1",753,5720,"-",,,"HEP_00351400","VWU51560.1",1655,"conserved protein, unknown function"
"Un","CABPSV020000694.1",8885,10210,"-",,,"HEP_00351500","VWU51561.1",441,"RAP protein, putative"
"Un","CABPSV020000695.1",483,1859,"-",,,"HEP_00351600","VWU51562.1",101,"conserved protein, unknown function"
"Un","CABPSV020000695.1",2357,6849,"-",,,"HEP_00351700","VWU51563.1",1234,"protein MAM3, putative"
"Un","CABPSV020000696.1",424,1527,"-",,,"HEP_00351800","VWU51564.1",367,"HCNGP-like protein"
"Un","CABPSV020000696.1",3119,4826,"-",,,"HEP_00351900","VWU51565.1",489,"conserved protein, unknown function"
"Un","CABPSV020000696.1",6451,7458,"-",,,"HEP_00352000","VWU51566.1",335,"hypothetical protein HEP_00352000"
"Un","CABPSV020000697.1",348,845,"-",,,"HEP_00352100","VWU51567.1",165,"hypothetical protein HEP_00352100, partial"
"Un","CABPSV020000697.1",947,5248,"-",,,"HEP_00352200","VWU51568.1",1434,"FAD binding domain containing protein, putative, partial"
"Un","CABPSV020000697.1",7244,7846,"-",,,"HEP_00352300","VWU51569.1",108,"60S ribosomal protein L30e, putative"
"Un","CABPSV020000698.1",1194,3002,"-",,,"HEP_00352400","VWU51570.1",351,"conserved protein, unknown function"
"Un","CABPSV020000698.1",4340,10027,"-",,,"HEP_00352500","VWU51571.1",1835,"conserved protein, unknown function"
"Un","CABPSV020000699.1",271,3891,"-",,,"HEP_00352600","VWU51572.1",1206,"conserved protein, unknown function"
"Un","CABPSV020000699.1",4853,6562,"-",,,"HEP_00352700","VWU51573.1",440,"protease, putative"
"Un","CABPSV020000699.1",7997,8625,"-",,,"HEP_00352800","VWU51574.1",167,"conserved protein, unknown function"
"Un","CABPSV020000007.1",604,2001,"-",,,"HEP_00010000","VWU48176.1",465,"syntaxin, Qa-SNARE family"
"Un","CABPSV020000007.1",2502,6599,"-",,,"HEP_00010100","VWU48177.1",1365,"conserved membrane protein, unknown function"
"Un","CABPSV020000007.1",7708,11882,"-",,,"HEP_00010200","VWU48178.1",1254,"conserved protein, unknown function"
"Un","CABPSV020000007.1",12328,15809,"-",,,"HEP_00010300","VWU48179.1",342,"conserved protein, unknown function"
"Un","CABPSV020000007.1",17083,18264,"-",,,"HEP_00010400","VWU48180.1",393,"ribonuclease P protein subunit RPR2, putative"
"Un","CABPSV020000007.1",19508,24013,"-",,,"HEP_00010500","VWU48181.1",1501,"conserved protein, unknown function"
"Un","CABPSV020000007.1",25666,26604,"-",,,"HEP_00010600","VWU48182.1",312,"conserved protein, unknown function"
"Un","CABPSV020000007.1",28325,31567,"-",,,"HEP_00010700","VWU48183.1",943,"conserved protein, unknown function"
"Un","CABPSV020000007.1",33154,33909,"-",,,"HEP_00010800","VWU48184.1",251,"nicotinate-nucleotide adenylyltransferase"
"Un","CABPSV020000007.1",34991,35917,"-",,,"HEP_00010900","VWU48185.1",308,"regulator of nonsense transcripts 3B, putative"
"Un","CABPSV020000007.1",39194,40879,"-",,,"HEP_00011000","VWU48186.1",561,"ribose-phosphate pyrophosphokinase, putative"
"Un","CABPSV020000007.1",42212,43588,"-",,,"HEP_00011100","VWU48187.1",135,"conserved protein, unknown function"
"Un","CABPSV020000007.1",51496,57927,"-",,,"HEP_00011200","VWU48188.1",2143,"conserved protein, unknown function"
"Un","CABPSV020000007.1",58770,60343,"-",,,"HEP_00011300","VWU48189.1",331,"conserved protein, unknown function"
"Un","CABPSV020000070.1",124,1887,"-",,,"HEP_00072100","VWU48791.1",587,"ATP-dependent rRNA helicase RRP3, putative"
"Un","CABPSV020000070.1",2936,3544,"-",,,"HEP_00072200","VWU48792.1",101,"small nuclear ribonucleoprotein Sm D2, putative"
"Un","CABPSV020000070.1",5294,12826,"-",,,"HEP_00072300","VWU48793.1",2510,"conserved protein, unknown function"
"Un","CABPSV020000070.1",14012,15730,"-",,,"HEP_00072400","VWU48794.1",490,"pre-mRNA-processing protein 45, putative"
"Un","CABPSV020000070.1",21670,23043,"-",,,"HEP_00072600","VWU48795.1",457,"conserved protein, unknown function"
"Un","CABPSV020000070.1",24994,25664,"-",,,"HEP_00072700","VWU48796.1",58,"40S ribosomal protein S30, putative"
"Un","CABPSV020000070.1",26219,26590,"-",,,"HEP_00072800","VWU48797.1",123,"conserved protein, unknown function"
"Un","CABPSV020000070.1",27898,29114,"-",,,"HEP_00072900","VWU48798.1",70,"ribosome associated membrane protein RAMP4, putative"
"Un","CABPSV020000070.1",30100,31374,"-",,,"HEP_00073000","VWU48799.1",321,"pseudouridine synthase, putative"
"Un","CABPSV020000070.1",32259,34292,"-",,,"HEP_00073100","VWU48800.1",677,"deoxyribodipyrimidine photo-lyase, putative"
"Un","CABPSV020000700.1",858,5528,"-",,,"HEP_00352900","VWU51575.1",1556,"DEAD/DEAH box helicase, putative"
"Un","CABPSV020000700.1",6176,10115,"-",,,"HEP_00353000","VWU51576.1",1048,"DEAD/DEAH box helicase, putative, partial"
"Un","CABPSV020000701.1",770,2113,"-",,,"HEP_00353100","VWU51577.1",447,"conserved membrane protein, unknown function"
"Un","CABPSV020000701.1",2262,3626,"-",,,"HEP_00353200","VWU51578.1",454,"conserved protein, unknown function"
"Un","CABPSV020000701.1",4947,9761,"-",,,"HEP_00353300","VWU51579.1",1604,"conserved protein, unknown function"
"Un","CABPSV020000702.1",810,4235,"-",,,"HEP_00353400","VWU51580.1",1141,"RNA-binding protein, putative"
"Un","CABPSV020000702.1",4572,5567,"-",,,"HEP_00353500","VWU51581.1",331,"mitochondrial carrier protein, putative"
"Un","CABPSV020000702.1",7212,8336,"-",,,"HEP_00353600","VWU51582.1",283,"iron transporter, putative"
"Un","CABPSV020000703.1",912,2342,"-",,,"HEP_00353700","VWU51583.1",476,"hypothetical protein HEP_00353700"
